Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
,01/31/2025,3.3,Other,3400,4000,3400
,,,Other,2301,2301,2301
Kopargaon,01-01-2025,0.2,Other,2761,2761,2761
,01-02-2025,0.3,Other,1850,2800,2030
,01-04-2025,0.6,Other,2450,2652,2600
,01-06-2025,0.1,Other,2040,2040,2040
,01-08-2025,1,Other,2324,2324,2324
,01-10-2025,1.2,Other,1890,1890,1890
,01-11-2025,1.2,Other,2300,2791,2476
,01/13/2025,0.3,Other,2000,2000,2000
,01/16/2025,1.9,Other,2450,2551,2501
,01/18/2025,0.5,Other,2402,2402,2402
,01/21/2025,0.3,Other,2000,2000,2000
,01/23/2025,1.2,Other,2150,2585,2400
,01/25/2025,0.3,Other,2142,2142,2142
,01/29/2025,0.1,Other,2190,2190,2190
,01/30/2025,1,Other,2625,2955,2625
,01/31/2025,1.2,Other,2625,2955,2701
Lasalgaon,01-01-2025,0.1,Other,3100,3100,3100
,01-02-2025,0.6,Other,2812,3152,2900
,01-03-2025,1.6,Other,2800,3000,3000
,01-06-2025,1.4,Other,2501,2770,2676
,01-07-2025,0.4,Other,2352,2601,2601
,01-08-2025,0.2,Other,2625,2625,2625
,01-09-2025,0.3,Other,1800,2001,2001
,01-10-2025,1.7,Other,2401,2791,2660
,01/13/2025,0.8,Other,2200,2352,2352
,01/16/2025,3.3,Other,2000,3000,2452
,01/17/2025,1.8,Other,2151,2700,2700
,01/20/2025,1,Other,2562,2562,2562
,01/21/2025,0.4,Other,2100,2852,2852
,01/22/2025,1.1,Other,2200,3160,3160
,01/23/2025,2.3,Other,2200,3052,3052
,01/24/2025,1,Other,2100,3000,3000
,01/27/2025,0.1,Other,2700,2700,2700
,01/28/2025,0.2,Other,2100,2393,2201
,01/29/2025,0.1,Other,1800,1800,1800
,01/30/2025,1.6,Other,2100,2624,2480
,,,Other,2625,3100,2700
,01/31/2025,2.6,Other,2625,2751,2650
,,,Other,2101,2600,2400
Lasalgaon(Niphad),01-01-2025,0.1,Other,2500,2500,2500
,01-02-2025,0.1,Other,2752,2752,2752
,01-03-2025,0.1,Other,2200,2200,2200
,01-06-2025,0.7,Other,2300,2641,2300
,01-08-2025,0.6,Other,2500,2911,2500
,01-09-2025,0.7,Other,3071,3200,3071
,01-11-2025,0.2,Other,2500,2500,2500
,01/23/2025,1.4,Other,3000,3325,3000
,01/27/2025,0.6,Other,2799,2799,2799
Lasur Station,01-03-2025,4.3,Other,2000,3000,2800
,01-04-2025,7.3,Other,2000,2900,2800
,01-07-2025,5.9,Other,2200,3025,2850
,01-10-2025,10.2,Other,2200,2971,2800
,01-11-2025,5.9,Other,2100,2951,2800
"Mahesh Krushi Utpanna Bazar, Digras",01/22/2025,0.23,Other,2500,2500,2500
,01/23/2025,0.05,Other,2500,2500,2500
,01/29/2025,0.04,Other,2500,2500,2500
Majalgaon,01-01-2025,1.7,Other,2100,2765,2600
,01-02-2025,3.1,Other,2100,4200,3000
,01-04-2025,2.6,Other,2250,5000,3025
,01-07-2025,0.7,Other,2200,2800,2650
,01-08-2025,2.1,Other,2500,3201,2800
,01-09-2025,2.1,Other,2500,3201,2800
,01-10-2025,1.1,Other,2000,3293,2800
,01/13/2025,5.5,Other,2300,5050,3075
,01/15/2025,0.6,Other,2100,3000,2800
,01/16/2025,2.1,Other,2100,5176,3300
,01/17/2025,2.7,Other,2050,3700,2800
,01/18/2025,2.8,Other,2300,3200,2751
,01/20/2025,4,Other,2625,3500,3050
,01/21/2025,2.1,Other,2900,3350,3000
,01/22/2025,2.8,Other,2625,4000,2900
,01/23/2025,1.2,Other,2625,3600,3050
,01/24/2025,2,Other,2625,4200,2962
,01/25/2025,0.3,Other,2950,2950,2950
,01/27/2025,1.5,Other,2625,3500,3100
,01/28/2025,1.5,Other,2626,3121,2921
,01/30/2025,3,Other,2626,3560,2911
,01/31/2025,0.4,Other,2800,3000,2960
Malegaon,01-02-2025,4.6,Other,1941,3046,2685
,01-04-2025,9.9,Other,1700,3360,2852
,01-07-2025,4.2,Other,2625,2835,2688
,01-08-2025,7,Other,2135,3225,2800
,01-09-2025,6,Other,2200,3200,2908
,01-11-2025,15.8,Other,1001,3122,2800
,01/13/2025,6.5,Other,1701,3200,2965
,01/16/2025,4.3,Other,2541,3162,2801
,01/18/2025,19.7,Other,2451,3180,2986
,01/20/2025,2,Other,2625,3025,2995
,01/21/2025,6,Other,2625,3100,2735
,01/22/2025,6,Other,2625,2988,2932
,01/25/2025,7,Other,2650,3176,2751
,01/27/2025,6.2,Other,2625,3225,2651
,01/28/2025,2.8,Other,2626,3161,2800
,01/30/2025,7,Other,2625,3200,2703
Malkapur,01-11-2025,2,Other,2745,2745,2745
Mangal Wedha,01-02-2025,1.6,Other,2800,2800,2800
,01-06-2025,1,Other,2700,2780,2780
,01-09-2025,0.4,Other,2600,2600,2600
,01/13/2025,2.5,Other,2760,2850,2800
,01/16/2025,0.1,Other,2600,2600,2600
,01/20/2025,1.1,Other,2690,2700,2690
,01/23/2025,1,Other,2500,2600,2600
,01/30/2025,0.4,Other,2500,2500,2500
Manmad,01-01-2025,0.7,Other,2175,3237,2225
,01-03-2025,0.5,Other,2180,2600,2300
,01-06-2025,0.3,Other,3000,3000,3000
,01-07-2025,0.6,Other,2151,2181,2170
,01-10-2025,1.3,Other,2177,3152,3000
,01/16/2025,0.3,Other,2402,3010,2917
,01/21/2025,0.3,Other,2625,2820,2716
,01/23/2025,0.4,Other,2625,3000,2982
,01/29/2025,1.2,Other,2625,3148,2950
,,,Other,2121,2600,2500
,01/30/2025,0.4,Other,2625,3100,2700
,01/31/2025,0.4,Other,2130,2624,2200
Manora,01-03-2025,0.5,Other,2451,2451,2451
,01-06-2025,0.1,Other,2376,2376,2376
,01/24/2025,0.3,Other,2575,2575,2575
,01/30/2025,0.4,Other,2500,2500,2500
Mantha,01-03-2025,0.7,Other,2400,2975,2400
,01-10-2025,1,Other,2731,2731,2731
,01/17/2025,0.6,Other,2500,2500,2500
Mumbai,01-01-2025,107.9,Other,2900,3500,3300
,01-02-2025,32,Other,2900,3500,3300
,01-03-2025,54.3,Other,2900,3500,3300
,01-04-2025,33.8,Other,2900,3500,3300
,01-06-2025,20.5,Other,2900,3500,3300
,01-07-2025,75.9,Other,2900,3500,3300
,01-08-2025,3.3,Other,2900,3500,3300
,01-10-2025,105.6,Other,2900,3500,3300
,01-11-2025,19.5,Other,2900,3500,3300
,01/13/2025,59.4,Other,2900,3500,3300
,01/14/2025,70.5,Other,2900,3500,3300
,01/15/2025,5.7,Other,2900,3500,3300
,01/16/2025,3,Other,2900,3500,3300
,01/17/2025,5.7,Other,2900,3500,3300
,01/18/2025,20,Other,2900,3500,3300
,01/21/2025,81.3,Other,2800,4500,3900
,01/22/2025,31.2,Other,2800,4500,3900
,01/23/2025,31.4,Other,2800,4500,3900
,01/24/2025,60.7,Other,2800,4500,3900
,01/25/2025,111,Other,2800,4500,3900
,01/27/2025,4.3,Other,2800,4500,3900
,01/28/2025,108,Other,2800,4500,3900
,01/29/2025,48,Other,2800,4500,3900
,01/30/2025,39.6,Other,2800,4500,3900
,01/31/2025,58.8,Other,2800,4500,3900
Nandgaon,01-01-2025,1.3,Other,1900,2946,2850
,01-02-2025,7.3,Other,2336,3061,2450
,01-03-2025,3.1,Other,2312,3051,2450
,01-04-2025,2.3,Other,2340,3000,2850
,01-06-2025,2.6,Other,2261,3010,2350
,01-07-2025,2.3,Other,2251,2790,2550
,01-08-2025,3.6,Other,2101,2840,2450
,01-09-2025,2.8,Other,2190,3085,2950
,01-10-2025,3.5,Other,2200,3000,2550
,01/13/2025,4.1,Other,2210,3150,2750
,01/16/2025,4.4,Other,2100,3150,2850
,01/17/2025,3.7,Other,2099,2901,2450
,01/18/2025,1.8,Other,2625,3076,2650
,01/20/2025,3.7,Other,2625,3100,3050
,01/21/2025,1.5,Other,2625,3096,2950
,01/22/2025,5.7,Other,2650,3000,2750
,01/23/2025,8,Other,2625,3021,2750
,01/24/2025,5.8,Other,2625,3012,2700
,01/27/2025,8.6,Other,2625,2890,2650
,01/28/2025,1.3,Other,2000,2624,2600
,01/29/2025,5.3,Other,2190,2624,2550
,01/30/2025,3.8,Other,2625,2971,2850
,01/31/2025,7.3,Other,2625,3046,2850
Nandurbar,01-01-2025,2.2,Other,2276,3201,2750
,01-02-2025,3.1,Other,2550,3676,3100
,01-03-2025,1.6,Other,2500,2900,2700
,01-06-2025,0.8,Other,2741,2951,2800
,01-07-2025,2.3,Other,2800,3015,2900
,01-08-2025,0.3,Other,2851,2851,2851
,01-09-2025,1.2,Other,2500,3200,2850
,01-10-2025,3,Other,2700,3100,2900
,01/16/2025,3,Other,2500,2800,2650
,01/20/2025,3.2,Other,2625,2800,2700
,01/21/2025,1.3,Other,2800,3000,2900
,01/22/2025,0.2,Other,2500,2500,2500
,01/23/2025,3.9,Other,2625,2851,2725
,01/29/2025,0.2,Other,2611,2611,2611
Nira(Saswad),01-01-2025,8,Other,2200,3100,2650
,01/22/2025,10,Other,2625,3551,2775
Om Chaitanya Multistate Agro Purpose CoOp Society,01-03-2025,0.98,Other,2600,2800,2700
,01-04-2025,0.48,Other,3000,3000,3000
,01-05-2025,0.16,Other,2800,2800,2800
,01-06-2025,0.23,Other,2900,2900,2900
,01-07-2025,0.81,Other,2700,2900,2850
,01-10-2025,1.12,Other,2600,2800,2600
,01-11-2025,1.04,Other,2500,2800,2700
,01-12-2025,0.05,Other,2700,2700,2700
,01/14/2025,0.85,Other,2700,2800,2700
,01/15/2025,0.63,Other,2700,2800,2700
,01/18/2025,1.8,Other,2800,2800,2800
,01/20/2025,0.39,Other,2300,2700,2300
,01/21/2025,0.16,Other,3000,3000,3000
,01/22/2025,0.25,Other,2600,2600,2600
,01/24/2025,0.47,Other,2300,2700,2300
,01/26/2025,0.27,Other,2200,2300,2200
,01/31/2025,0.06,Other,2600,2600,2600
